CUSTOMERID,CUSTOMER_TYPE,CATEGORYID,CATNAME,CRD_PURPOSE,CRD_CLASSIFICATION,CRLIMIT,BRNAME,DEALER_NAME,PRINTAMT,Down_payment%,ntransaction_l12m,MARTIAL_STATUS,nopen_account,nclose_account,state,Age,good_bad,Duration
1130678.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,826000.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),374076.76,30.0,13.0,Unknown,1.0,1.0,13,61.0,0,12.0
2124905.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,507500.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),57026.9,30.0,21.0,Single,1.0,0.0,8,22.0,0,12.0
965956.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,23354681.46,0008-Taungyi,"Cherry Yoma Groups Public Co.,Ltd (Suzuki)",2567015.84,0.0,10.0,Unknown,1.0,2.0,13,44.0,0,35.0
2511482.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,241500.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),30556.84,30.0,12.0,Unknown,1.0,0.0,13,31.0,0,12.0
2512679.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,1834000.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),153688.08,30.0,13.0,Unknown,1.0,0.0,13,33.0,0,12.0
2521274.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,911400.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),134392.98,30.0,24.0,Unknown,1.0,0.0,13,35.0,0,12.0
2582731.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,1286600.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),631638.06,30.0,8.0,Unknown,1.0,0.0,13,50.0,0,12.0
296486.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,22560000.0,0008-Taungyi,"Cherry Yoma Groups Public Co.,Ltd (Suzuki)",1718425.92,20.0,8.0,Unknown,1.0,0.0,13,38.0,0,48.0
264402.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,1868300.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),622431.66,30.0,18.0,Unknown,1.0,2.0,13,58.0,0,12.0
1739525.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19411429.21,0008-Taungyi,"Metro Rental & Services Co.,Ltd",1572242.52,0.0,9.0,Married,1.0,2.0,13,44.0,0,55.0
1988594.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,8535190.0,0008-Taungyi,"Metro Rental & Services Co.,Ltd",3814716.01,0.0,12.0,Unknown,1.0,2.0,13,53.0,0,9.0
855208.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,77278918.66,0008-Taungyi,Automobile Alliance Co.Ltd,3586659.04,0.0,11.0,Unknown,1.0,2.0,7,38.0,0,39.0
868856.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,9470424.59,0008-Taungyi,"Century International Trading Co,Ltd(Suzuki)",1932252.81,0.0,12.0,Single,1.0,2.0,13,31.0,0,14.0
1835116.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19411429.21,0008-Taungyi,"Metro Rental & Services Co.,Ltd",2138433.47,0.0,7.0,Married,1.0,2.0,8,51.0,0,55.0
1969334.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,342300.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),48339.94,30.0,8.0,Unknown,1.0,0.0,8,42.0,0,12.0
2260846.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,20160996.79,0008-Taungyi,"Cherry Yoma Groups Public Co.,Ltd (Suzuki)",1751232.99,0.0,7.0,Unknown,1.0,2.0,9,48.0,0,52.0
2779797.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,181300.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),51278.97,30.0,10.0,Unknown,1.0,0.0,13,36.0,0,12.0
2784388.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,1994300.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),177578.51,30.0,11.0,Unknown,1.0,0.0,8,22.0,0,12.0
1474883.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,14653759.72,0008-Taungyi,"Pacific AA Motor Co.,Ltd",1555467.28,0.0,8.0,Unknown,1.0,2.0,13,27.0,0,34.0
2792542.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,227500.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),66937.59,30.0,6.0,Unknown,1.0,0.0,13,23.0,0,12.0
2793461.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,1379000.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),120732.2,30.0,8.0,Unknown,1.0,0.0,13,24.0,0,12.0
1221062.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,1575000.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),240619.63,30.0,4.0,Single,1.0,1.0,7,34.0,0,12.0
2303724.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,630000.0,0008-Taungyi,TEQ Computer & Sale Services ( Handset & Computer ),98350.07,30.0,13.0,Unknown,1.0,1.0,13,47.0,0,12.0
2098384.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Motorcycle,Agriculture/Livestocks,455000.0,0009-Mogoke,Thein Cycle  Store ( Motor Cycle ),41274.87,30.0,1.0,Married,1.0,0.0,9,36.0,0,12.0
252147.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,394800.0,0009-Mogoke,Centuries Mobile & Accessories,31703.28,30.0,11.0,Unknown,1.0,1.0,9,41.0,0,12.0
820702.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,306600.0,0009-Mogoke,Centuries Mobile & Accessories,119915.85,30.0,5.0,Unknown,1.0,1.0,9,36.0,0,12.0
185873.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,7739453.58,0009-Mogoke,"Cynn Kyei Aung Co.,Ltd",817581.31,0.0,10.0,Single,1.0,1.0,9,73.0,0,43.0
90294.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,11800000.0,0009-Mogoke,"Century International Trading Co,Ltd(Suzuki)",1418623.25,60.0,6.0,Unknown,1.0,0.0,9,37.0,0,25.0
214999.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,35801509.79,0009-Mogoke,Automobile Alliance Co.Ltd,4745884.1,0.0,9.0,Unknown,1.0,1.0,9,46.0,0,30.0
224267.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,25605958.8,0009-Mogoke,"International KLM Co.,Ltd",1561196.24,0.0,8.0,Unknown,1.0,1.0,9,25.0,0,57.0
393396.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,20021557.29,0009-Mogoke,Capital Automotive Ltd,2292348.93,0.0,8.0,Unknown,1.0,1.0,0,51.0,0,33.0
92129.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,17378955.85,0009-Mogoke,"Century International Trading Co,Ltd(Suzuki)",377962.36,0.0,6.0,Unknown,1.0,3.0,9,34.0,0,41.0
1080268.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,16320000.0,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",3860250.29,40.0,3.0,Unknown,1.0,0.0,5,42.0,0,36.0
215203.0,Customer linkage,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,16320000.0,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",4472897.13,40.0,10.0,Unknown,1.0,0.0,10,52.0,0,24.0
1936176.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,14246035.69,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",185090.36,0.0,11.0,Unknown,1.0,1.0,6,32.0,0,82.0
1342030.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,14984554.07,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",924713.2,0.0,11.0,Unknown,1.0,2.0,10,42.0,0,17.0
2254988.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,15120747.62,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",956352.08,0.0,8.0,Unknown,1.0,1.0,10,37.0,0,54.0
260690.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,10080498.44,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",170590.81,0.0,9.0,Unknown,1.0,1.0,10,26.0,0,55.0
2070066.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,13927206.86,0011-Mawlamyaing,"Auto City Co.,Ltd",1135161.01,0.0,10.0,Unknown,1.0,1.0,10,61.0,0,23.0
223589.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,3783098.83,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",196783.28,0.0,8.0,Unknown,1.0,1.0,8,27.0,0,22.0
110484.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,14283443.47,0011-Mawlamyaing,"Auto City Co.,Ltd",1117573.15,0.0,10.0,Unknown,1.0,1.0,10,47.0,0,22.0
1913174.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,9132070.63,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",3892223.77,0.0,5.0,Unknown,1.0,1.0,10,50.0,0,19.0
199967.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,14925046.73,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",821657.88,0.0,5.0,Unknown,1.0,1.0,13,80.0,0,73.0
57030.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,12401912.72,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",1857550.98,0.0,8.0,Unknown,1.0,1.0,6,45.0,0,26.0
2400599.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,17295367.05,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",1630476.56,0.0,9.0,Unknown,1.0,2.0,10,42.0,0,35.0
1710795.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,23600000.0,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",785902.8,20.0,8.0,Unknown,1.0,0.0,3,30.0,0,36.0
49517.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19280000.0,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",425767.82,20.0,8.0,Unknown,1.0,0.0,10,36.0,0,60.0
2758266.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,7984000.0,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",791145.04,20.0,5.0,Unknown,1.0,0.0,10,44.0,0,36.0
2029256.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,7984000.0,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",800082.05,20.0,5.0,Unknown,1.0,0.0,10,47.0,0,36.0
2765370.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,22400000.0,0011-Mawlamyaing,"Swann Thu Aung Co.,Ltd (Soueast)",1113045.57,30.0,5.0,Unknown,1.0,0.0,10,51.0,0,36.0
2325310.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,23600000.0,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",493689.19,20.0,4.0,Unknown,1.0,0.0,10,31.0,0,60.0
257827.0,Customer linkage,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,14100000.0,0011-Mawlamyaing,"Myanmar Motor Corporation Public Co.,Ltd(Suzuki Brand New)",224803.67,50.0,2.0,Unknown,1.0,0.0,10,32.0,0,84.0
2318048.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,37864750.0,0012-Sittwe,"Capital  Motor Co.,Ltd",2984216.11,45.0,13.0,Unknown,1.0,0.0,11,48.0,0,24.0
1684799.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,23400650.0,0012-Sittwe,MM Car Myanmar Ltd,946291.11,35.0,8.0,Single,1.0,0.0,11,39.0,0,24.0
792812.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,24928750.0,0012-Sittwe,MM Car Myanmar Ltd,1989692.75,30.0,7.0,Unknown,1.0,0.0,11,29.0,0,24.0
115196.0,Customer linkage,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,22057000.0,0013-Bago,Aung Gyi Trading Co.Ltd,1688928.79,30.0,2.0,Married,1.0,2.0,7,38.0,0,24.0
396104.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19425000.0,0014-Pyay,"Treasure 9 Co.,Ltd(Pyay Suzuki)",5292052.23,25.0,7.0,Unknown,1.0,1.0,7,43.0,0,60.0
746874.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,1084300.0,0014-Pyay,Shwe Kabar Store (Mobile & Accessories),426724.67,30.0,7.0,Unknown,1.0,2.0,7,53.0,0,12.0
140463.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,404600.0,0014-Pyay,Shwe Kabar Store (Mobile & Accessories),91615.94,30.0,7.0,Unknown,1.0,0.0,7,53.0,0,12.0
1215030.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,324870.0,0014-Pyay,Wise Power Computer & Handset & Accessories,44187.96,30.0,1.0,Unknown,1.0,1.0,7,25.0,0,12.0
2226177.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,284900.0,0014-Pyay,Wise Power Computer & Handset & Accessories,14621.34,30.0,7.0,Unknown,1.0,0.0,7,21.0,0,12.0
2225046.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,601720.0,0014-Pyay,Wise Power Computer & Handset & Accessories,291735.94,30.0,7.0,Unknown,1.0,0.0,7,31.0,0,12.0
2259101.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,185500.0,0014-Pyay,Wise Power Computer & Handset & Accessories,30087.27,30.0,3.0,Unknown,1.0,0.0,7,22.0,0,12.0
2343946.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,276220.0,0014-Pyay,Wise Power Computer & Handset & Accessories,57614.73,30.0,6.0,Unknown,1.0,0.0,7,42.0,0,12.0
455296.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,529130.0,0014-Pyay,Wise Power Computer & Handset & Accessories,298687.43,30.0,3.0,Unknown,1.0,1.0,7,35.0,0,12.0
309366.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,623700.0,0014-Pyay,Wise Power Computer & Handset & Accessories,230629.54,30.0,4.0,Unknown,1.0,0.0,7,54.0,0,12.0
2355159.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,208600.0,0014-Pyay,Wise Power Computer & Handset & Accessories,40697.78,30.0,5.0,Unknown,1.0,0.0,7,23.0,0,12.0
2372146.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,623700.0,0014-Pyay,Wise Power Computer & Handset & Accessories,458574.1,30.0,1.0,Unknown,1.0,0.0,7,39.0,0,12.0
2373016.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,212100.0,0014-Pyay,Wise Power Computer & Handset & Accessories,83378.63,30.0,7.0,Unknown,1.0,0.0,7,40.0,0,12.0
2387975.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,651000.0,0014-Pyay,Wise Power Computer & Handset & Accessories,434132.67,30.0,2.0,Unknown,1.0,0.0,1,31.0,0,12.0
2380089.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,585900.0,0014-Pyay,Wise Power Computer & Handset & Accessories,479164.58,30.0,1.0,Unknown,1.0,0.0,7,43.0,0,12.0
2391245.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,596400.0,0014-Pyay,Wise Power Computer & Handset & Accessories,354564.21,30.0,2.0,Unknown,1.0,0.0,7,41.0,0,12.0
2394229.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,596400.0,0014-Pyay,Wise Power Computer & Handset & Accessories,440701.04,30.0,2.0,Unknown,1.0,0.0,7,41.0,0,12.0
2408394.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,494900.0,0014-Pyay,Wise Power Computer & Handset & Accessories,444903.36,30.0,1.0,Unknown,1.0,0.0,7,42.0,0,12.0
2410808.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,258860.0,0014-Pyay,Wise Power Computer & Handset & Accessories,75359.74,30.0,8.0,Unknown,1.0,0.0,7,22.0,0,12.0
2423337.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,275100.0,0014-Pyay,Wise Power Computer & Handset & Accessories,79343.43,30.0,8.0,Unknown,1.0,0.0,7,35.0,0,12.0
2439039.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,627900.0,0014-Pyay,Wise Power Computer & Handset & Accessories,566844.82,30.0,1.0,Unknown,1.0,0.0,7,32.0,0,12.0
219605.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,9052884.8,0014-Pyay,"Treasure 9 Co.,Ltd(Pyay Suzuki)",143630.25,0.0,10.0,Unknown,1.0,1.0,8,39.0,0,56.0
198990.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,16351852.19,0014-Pyay,"Treasure 9 Co.,Ltd(Pyay Suzuki)",1205258.91,0.0,8.0,Unknown,1.0,1.0,7,27.0,0,48.0
290881.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,48067937.19,0014-Pyay,"Super Seven Stars Co,Ltd(KIA & Peugeot)Brand New",4347953.99,0.0,3.0,Unknown,1.0,1.0,7,42.0,0,76.0
1517547.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,258860.0,0014-Pyay,Wise Power Computer & Handset & Accessories,96646.63,30.0,6.0,Unknown,1.0,0.0,7,54.0,0,12.0
2448056.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,594300.0,0014-Pyay,Wise Power Computer & Handset & Accessories,386994.0,30.0,5.0,Unknown,1.0,0.0,7,47.0,0,12.0
2074629.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,529900.0,0014-Pyay,Wise Power Computer & Handset & Accessories,78643.4,30.0,10.0,Unknown,1.0,0.0,8,36.0,0,12.0
1774988.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Electronic Equipments,Agriculture/Livestocks,1519000.0,0014-Pyay,Wise Power Computer & Handset & Accessories,243749.99,30.0,3.0,Unknown,1.0,0.0,7,37.0,0,12.0
546710.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,18075000.0,0015-Pakokku,"Wai Kabar Co.,Ltd(Suzuki)",1875159.86,25.0,11.0,Married,1.0,1.0,8,47.0,0,36.0
203571.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,13984111.71,0015-Pakokku,"Wai Kabar Co.,Ltd(Suzuki)",1102922.62,0.0,10.0,Unknown,1.0,1.0,9,31.0,0,25.0
1051113.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,13664166.88,0015-Pakokku,"Wai Kabar Co.,Ltd(Suzuki)",829787.59,0.0,10.0,Unknown,1.0,1.0,9,43.0,0,25.0
2688241.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,6986000.0,0015-Pakokku,"Wai Kabar Co.,Ltd(Suzuki)",319788.48,30.0,7.0,Married,1.0,0.0,8,40.0,0,24.0
92490.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,13973352.99,0015-Pakokku,"Wai Kabar Co.,Ltd(Suzuki)",702027.36,0.0,9.0,Unknown,1.0,1.0,14,41.0,0,49.0
225196.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19040000.0,0016-Ygn (3) Bayintnaung,Ye Nadi Motor Ltd,4144841.95,30.0,8.0,Unknown,2.0,4.0,12,42.0,0,24.0
2361734.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,1631000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,815499.98,30.0,2.0,Unknown,1.0,0.0,12,41.0,0,12.0
2399636.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,2835000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,1417500.0,30.0,1.0,Unknown,1.0,0.0,14,48.0,0,12.0
2386679.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,3115000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,1557500.0,30.0,1.0,Unknown,1.0,0.0,14,25.0,0,12.0
2340595.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,2681000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,1331500.0,30.0,2.0,Unknown,1.0,0.0,14,38.0,0,12.0
2427021.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,1575000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,787500.0,30.0,1.0,Unknown,1.0,0.0,14,31.0,0,12.0
2090457.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,1645000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,822500.02,30.0,1.0,Unknown,1.0,0.0,14,48.0,0,12.0
2464393.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,1603000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,1603000.0,30.0,7.0,Unknown,1.0,0.0,12,26.0,0,12.0
2477924.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,3178000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,2913166.63,30.0,1.0,Unknown,1.0,0.0,14,36.0,0,12.0
2477633.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,3318000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,1382500.0,30.0,2.0,Unknown,1.0,0.0,12,51.0,0,12.0
2446601.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,2590000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,2374166.63,30.0,1.0,Unknown,1.0,0.0,7,49.0,0,12.0
2493251.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,1176000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,1078000.0,30.0,1.0,Unknown,1.0,0.0,7,50.0,0,12.0
2493267.0,Single Customer,1086.0,Hire Purchase (Upfront Method) Int 9%,Agriculture Machine,Agriculture/Livestocks,1596000.0,0016-Ygn (3) Bayintnaung,Tharaphu Soe Myint Co.Ltd,665000.0,30.0,2.0,Unknown,1.0,0.0,7,44.0,0,12.0
